comment;pageid;title;timestamp;top;userid;revid;user;parentid;ns;minor;size;new
;140660;Mükoriisa;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=26, tm_hour=19, tm_min=15, tm_sec=15, tm_wday=0, tm_yday=331, tm_isdst=-1);;51601;3323850;Heleryharend;3323485;0;;15734;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Laminiinid|siit]]';303090;Kasutaja:I10l04/laminiinid;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=19, tm_hour=11, tm_min=48, tm_sec=41, tm_wday=0, tm_yday=324, tm_isdst=-1);;51552;3314608;I10l04;3306484;2;;45;
;306054;Arutelu:Harilik kopsusamblik;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=14, tm_hour=15, tm_min=52, tm_sec=53, tm_wday=2, tm_yday=319, tm_isdst=-1);;52185;3308659;Johannap;3308654;1;;429;
;306054;Arutelu:Harilik kopsusamblik;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=14, tm_hour=15, tm_min=52, tm_sec=53, tm_wday=2, tm_yday=319, tm_isdst=-1);;52185;3308659;Johannap;3308654;1;;429;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Koibikulised|siit]]';303081;Kasutaja:KTomasson/Koibikulised;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=10, tm_hour=11, tm_min=5, tm_sec=5, tm_wday=3, tm_yday=10, tm_isdst=-1);;51663;3394906;KTomasson;3333057;2;;47;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Valgusüntees prokarüootidel|siit]].';305832;Kasutaja:Kadrit/Valgusüntees prokarüootidel;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=24, tm_hour=16, tm_min=49, tm_sec=10, tm_wday=5, tm_yday=329, tm_isdst=-1);;51533;3321155;Kadrit;3314579;2;;65;
;302984;Kasutaja:Karb/Hõlmikpuu;time.struct_time(tm_year=2013, tm_mon=2, tm_mday=3, tm_hour=9, tm_min=9, tm_sec=48, tm_wday=6, tm_yday=34, tm_isdst=-1);;52290;3430192;Karb;3427609;2;;23130;
/* Vahepealsed muudatused */;353526;Acer Inc.;time.struct_time(tm_year=2014, tm_mon=1, tm_mday=12, tm_hour=21, tm_min=54, tm_sec=32, tm_wday=6, tm_yday=12, tm_isdst=-1);;52314;3821800;Kasto;3821797;0;;19365;
;302996;Kasutaja:Katikuld/Integron;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=18, tm_hour=21, tm_min=36, tm_sec=51, tm_wday=6, tm_yday=323, tm_isdst=-1);;51641;3313941;Katikuld;3313940;2;;44;
;303004;Kasutaja:KatrinKa/Päevaliblikad;time.struct_time(tm_year=2012, tm_mon=12, tm_mday=20, tm_hour=13, tm_min=20, tm_sec=8, tm_wday=3, tm_yday=355, tm_isdst=-1);;52202;3358678;KatrinKa;3343037;2;;9715;
;104885;Rakutuum;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=13, tm_hour=8, tm_min=39, tm_sec=3, tm_wday=1, tm_yday=318, tm_isdst=-1);;51684;3306969;KerlyN;3306033;0;;18321;
;306312;Mudelorganism;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=18, tm_hour=11, tm_min=37, tm_sec=36, tm_wday=6, tm_yday=323, tm_isdst=-1);;51637;3313258;KerttuS;3313254;0;;28011;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Refuugium|siit]].';302845;Kasutaja:Kristiinahommik/Refuugium;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=14, tm_min=30, tm_sec=6, tm_wday=0, tm_yday=317, tm_isdst=-1);;51616;3305772;Kristiinahommik;3305766;2;;45;
;212769;Golgi kompleks;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=22, tm_min=17, tm_sec=5, tm_wday=0, tm_yday=317, tm_isdst=-1);;51454;3306661;Kristisonn;3108080;0;;12614;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Endotsütoos|siit]]';302247;Kasutaja:Lauraliivamagi789/Endotsütoos;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=20, tm_min=28, tm_sec=18, tm_wday=0, tm_yday=317, tm_isdst=-1);;51719;3306426;Lauraliivamagi789;3305930;2;;47;
;305593;Kaukaasia rahvad;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=20, tm_min=38, tm_sec=9, tm_wday=0, tm_yday=317, tm_isdst=-1);;51339;3306456;Lehtisaag;3299626;0;;12589;
Lehekülg asendatud tekstiga 'Artikkel on kopeeritud [[kohasus|siia]].';302250;Kasutaja:MGimbutas/Kohasus;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=19, tm_hour=12, tm_min=2, tm_sec=22, tm_wday=0, tm_yday=324, tm_isdst=-1);;51368;3314620;MGimbutas;3314275;2;;40;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Karotenoidid|siit]]';302498;Kasutaja:Malind/Karotenoidid;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=18, tm_hour=14, tm_min=34, tm_sec=20, tm_wday=6, tm_yday=323, tm_isdst=-1);;51659;3313519;Malind;3298218;2;;47;
;305974;Arutelu:Linnupesa;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=16, tm_sec=11, tm_wday=1, tm_yday=318, tm_isdst=-1);;51591;3307214;Maret;3307156;1;;330;
/* Ravi */;303102;Pseudomonas aeruginosa;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=7, tm_hour=9, tm_min=50, tm_sec=41, tm_wday=0, tm_yday=7, tm_isdst=-1);;51865;3389467;Marge-a113;3389466;0;;16073;
"Lehekülg asendatud tekstiga '  ""Artikkel on nüüd leitav [[Mereselgrootud|siit]].""'";302265;Kasutaja:Marget Metsla/Mereselgrootud;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=16, tm_hour=14, tm_min=45, tm_sec=26, tm_wday=4, tm_yday=321, tm_isdst=-1);;52111;3310841;Marget Metsla;3308517;2;;54;
;305982;Panter-kärbseseen;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=15, tm_hour=11, tm_min=21, tm_sec=0, tm_wday=3, tm_yday=320, tm_isdst=-1);;51350;3309426;Maripent;3309421;0;;12581;
;304147;Kasutaja arutelu:Martakl/Mullahingamine;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=13, tm_hour=8, tm_min=16, tm_sec=52, tm_wday=1, tm_yday=318, tm_isdst=-1);;51739;3306938;Martakl;3306937;3;;3163;
;302094;DNA metülatsioon;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=4, tm_hour=14, tm_min=22, tm_sec=22, tm_wday=4, tm_yday=4, tm_isdst=-1);;51727;3383673;Martinkala;3383669;0;;13497;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Rohe-vesihobu|siit]]';302764;Kasutaja:Mostom1/Rohe-vesihobu;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=13, tm_hour=6, tm_min=11, tm_sec=27, tm_wday=1, tm_yday=318, tm_isdst=-1);;52093;3306860;Mostom1;3306850;2;;48;
;302949;Kasutaja:Muscardinius/hall kuldsamblik;time.struct_time(tm_year=2013, tm_mon=2, tm_mday=3, tm_hour=12, tm_min=14, tm_sec=17, tm_wday=6, tm_yday=34, tm_isdst=-1);;51606;3430408;Muscardinius;3302957;2;;5888;
;304124;Kasutaja arutelu:Mäe Aile/Rääbis;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=22, tm_min=55, tm_sec=53, tm_wday=0, tm_yday=317, tm_isdst=-1);;51673;3306702;Mäe Aile;3306555;3;;3295;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Alpi võipätakas|siit]].';302752;Kasutaja:PaulaPaulini/Alpi võipätakas;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=16, tm_hour=21, tm_min=25, tm_sec=25, tm_wday=4, tm_yday=321, tm_isdst=-1);;51571;3311220;PaulaPaulini;3296921;2;;53;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Alpi võipätakas|siit]].';302752;Kasutaja:PaulaPaulini/Alpi võipätakas;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=16, tm_hour=21, tm_min=25, tm_sec=25, tm_wday=4, tm_yday=321, tm_isdst=-1);;51571;3311220;PaulaPaulini;3296921;2;;53;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Merisiig|siit]].';302618;Kasutaja:Päevalill/Merisiig;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=13, tm_hour=15, tm_min=9, tm_sec=3, tm_wday=1, tm_yday=318, tm_isdst=-1);;51555;3307453;Päevalill;3296713;2;;44;
;97070;Harilik kärnkonn;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=6, tm_hour=18, tm_min=45, tm_sec=12, tm_wday=6, tm_yday=6, tm_isdst=-1);;41889;3387983;Teeletuul;3356177;0;;26994;
;305317;Kasutaja arutelu:Tkuura/X-kromosoom;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=26, tm_hour=8, tm_min=43, tm_sec=29, tm_wday=0, tm_yday=331, tm_isdst=-1);;51340;3323113;Tkuura;3320962;3;;9953;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Bengali tiiger|siit]].';302912;Kasutaja:TriinuK/Bengali tiiger;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=14, tm_hour=10, tm_min=9, tm_sec=35, tm_wday=2, tm_yday=319, tm_isdst=-1);;51694;3308330;TriinuK;3306711;2;;50;
;306045;Arutelu:Endoplasmaatiline retiikulum;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=14, tm_hour=16, tm_min=1, tm_sec=23, tm_wday=2, tm_yday=319, tm_isdst=-1);;51366;3308668;Tuuli91;3308464;1;;1535;
;305984;Arutelu:Hipokampus;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=13, tm_hour=21, tm_min=28, tm_sec=30, tm_wday=1, tm_yday=318, tm_isdst=-1);;51359;3307777;Wolframin;3307234;1;;438;
;321104;Janno Puusepp;time.struct_time(tm_year=2013, tm_mon=3, tm_mday=26, tm_hour=11, tm_min=42, tm_sec=3, tm_wday=1, tm_yday=85, tm_isdst=-1);;51566;3582873;Annika Pille;3582868;0;;2078;
Uus lehekülg: '[[Pilt:Diamond Structure.gif|pisi|Lämmastik-vakantstsenter teemanti kristallvõres]] '''Lämmastik-vakantstsenter''' ehk '''N-V-tsenter''' on levinuim paljudest defektidest te...';306897;N-V-tsentrid teemandis;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=26, tm_hour=15, tm_min=56, tm_sec=40, tm_wday=0, tm_yday=331, tm_isdst=-1);;51678;3323591;Antonyym;0;0;;14754;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Fotoefekt|siit]].';302985;Kasutaja:Anusaarva/Fotoefekt;time.struct_time(tm_year=2012, tm_mon=12, tm_mday=3, tm_hour=15, tm_min=52, tm_sec=42, tm_wday=0, tm_yday=338, tm_isdst=-1);;51342;3333063;Anusaarva;3319706;2;;45;
/* Poissoni sulud */;303026;Kasutaja:Askella/Hamiltoni formalism;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=20, tm_hour=0, tm_min=25, tm_sec=34, tm_wday=1, tm_yday=325, tm_isdst=-1);;52133;3315493;Askella;3315491;2;;6589;
Avaldatud.;302789;Kasutaja:Copsi/osakestefüüsika standardmudel;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=8, tm_hour=18, tm_min=12, tm_sec=19, tm_wday=1, tm_yday=8, tm_isdst=-1);;3400;3392607;Copsi;3323580;2;;55;
Avaldatud.;302789;Kasutaja:Copsi/osakestefüüsika standardmudel;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=8, tm_hour=18, tm_min=12, tm_sec=19, tm_wday=1, tm_yday=8, tm_isdst=-1);;3400;3392607;Copsi;3323580;2;;55;
;388413;Magnetiline monopoolus;time.struct_time(tm_year=2015, tm_mon=1, tm_mday=10, tm_hour=11, tm_min=46, tm_sec=49, tm_wday=5, tm_yday=10, tm_isdst=-1);;52322;4083916;Elevoll;4083686;0;;56038;
;328317;Rayleigh' hajumine;time.struct_time(tm_year=2013, tm_mon=5, tm_mday=17, tm_hour=10, tm_min=31, tm_sec=22, tm_wday=4, tm_yday=137, tm_isdst=-1);;45640;3631010;HNulk;3631005;0;;8774;
/* Tekkinud jäätmed */;302938;Kasutaja:Joonasjame/Oklo georeaktor;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=6, tm_sec=20, tm_wday=0, tm_yday=324, tm_isdst=-1);;51367;3315176;Joonasjame;3306413;2;;10985;
/* Tekkinud jäätmed */;302938;Kasutaja:Joonasjame/Oklo georeaktor;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=6, tm_sec=20, tm_wday=0, tm_yday=324, tm_isdst=-1);;51367;3315176;Joonasjame;3306413;2;;10985;
[[Vikipeedia:Tööriistad/HotCat|HC]]: +[[Kategooria:Raketiteadus]];;;;;;;;;;;;
[[Vikipeedia:Tööriistad/HotCat|HC]]: +[[Kategooria:Raketiteadus]];;;;;;;;;;;;
;85872;Tuumkütus;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=18, tm_hour=13, tm_min=48, tm_sec=20, tm_wday=6, tm_yday=323, tm_isdst=-1);;52171;3313444;Laigna;2987183;0;;23336;
;309668;Kiirgusvöönd;time.struct_time(tm_year=2012, tm_mon=12, tm_mday=30, tm_hour=13, tm_min=22, tm_sec=22, tm_wday=6, tm_yday=365, tm_isdst=-1);;40792;3374145;Maritp;3358835;0;;2459;
/* Ajalugu ja üldine ettekujutus */;328137;Kasutaja:Dragev13/liivakast;time.struct_time(tm_year=2013, tm_mon=5, tm_mday=19, tm_hour=22, tm_min=34, tm_sec=56, tm_wday=6, tm_yday=139, tm_isdst=-1);;51705;3632524;Mspuu;3632523;2;;13980;
;387650;Magnetostriktsioon;time.struct_time(tm_year=2014, tm_mon=12, tm_mday=30, tm_hour=9, tm_min=51, tm_sec=17, tm_wday=1, tm_yday=364, tm_isdst=-1);;40701;4075279;Nohka;4075278;0;;11728;
SVG formaadis joonised;369399;Yerkesi-Dodsoni seadus;time.struct_time(tm_year=2014, tm_mon=7, tm_mday=16, tm_hour=18, tm_min=20, tm_sec=34, tm_wday=2, tm_yday=197, tm_isdst=-1);;1267;3949392;Quibik;3902812;0;;5557;
Uus lehekülg: ''''Skaneeriv optiline lähiväljamikroskoop''' (inglise keeles ''near-field scanning optical microscope'', NSOM/SNOM) on [[mikroskoop]], mida kasutatakse nanoskaalas objektide uu...';312965;Skaneeriv optiline lähiväljamikroskoop;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=14, tm_hour=17, tm_min=14, tm_sec=23, tm_wday=0, tm_yday=14, tm_isdst=-1);;51682;3400420;Raunc;0;0;;10585;
;386562;Kosmosepõhine Infrapunasüsteem;time.struct_time(tm_year=2014, tm_mon=12, tm_mday=26, tm_hour=13, tm_min=49, tm_sec=13, tm_wday=4, tm_yday=360, tm_isdst=-1);;51680;4072182;Renevo;4071042;0;;17006;
/* BIT FET tehnoloogia */;357009;Elektrofüsioloogia;time.struct_time(tm_year=2014, tm_mon=1, tm_mday=6, tm_hour=13, tm_min=4, tm_sec=36, tm_wday=0, tm_yday=6, tm_isdst=-1);;51924;3817502;Robert Valner;3817499;0;;23374;
;302808;Kummituskuva;time.struct_time(tm_year=2013, tm_mon=2, tm_mday=14, tm_hour=9, tm_min=0, tm_sec=35, tm_wday=3, tm_yday=45, tm_isdst=-1);;50772;3446937;Rolandmatt;3446934;0;;9403;
;301185;Kasutaja arutelu:SanderLints;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=16, tm_min=32, tm_sec=39, tm_wday=0, tm_yday=317, tm_isdst=-1);;51720;3305998;SanderLints;3305842;3;;559;
;303562;Kasutaja arutelu:Sanderko/Fourier' teisendus;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=16, tm_min=47, tm_sec=39, tm_wday=0, tm_yday=317, tm_isdst=-1);;51402;3306022;Sanderko;3270378;3;;1240;
;303562;Kasutaja arutelu:Sanderko/Fourier' teisendus;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=16, tm_min=47, tm_sec=39, tm_wday=0, tm_yday=317, tm_isdst=-1);;51402;3306022;Sanderko;3270378;3;;1240;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Difraktsioon|siit]].';302117;Kasutaja:Sandhra91/Difraktsioon;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=27, tm_hour=18, tm_min=3, tm_sec=54, tm_wday=1, tm_yday=332, tm_isdst=-1);;52154;3324855;Sandhra91;3313844;2;;48;
;66412;Ülijuhtivus;time.struct_time(tm_year=2013, tm_mon=3, tm_mday=21, tm_hour=0, tm_min=3, tm_sec=41, tm_wday=3, tm_yday=80, tm_isdst=-1);;52344;3575855;Saucysoo;3510328;0;;16908;
;304548;Kasutaja arutelu:Sises/Elektromagnetiline kiirgus;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=26, tm_hour=10, tm_min=45, tm_sec=6, tm_wday=0, tm_yday=331, tm_isdst=-1);;52679;3323248;Sises;3320276;3;;4386;
Uus lehekülg: ''''Magneetikud''' on ained, mis on võimelised reageerima neile mõjuvale [[magnetväli|magnetväljale]]. Magneetikute liigi määrab nende [[magnetliline vastuvõtlikkus]]. See ...';306136;Magneetikud;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=15, tm_hour=22, tm_min=59, tm_sec=10, tm_wday=3, tm_yday=320, tm_isdst=-1);;51558;3310054;TimoTolmusk;0;0;;11935;
;237570;Passiivmaja;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=19, tm_hour=10, tm_min=57, tm_sec=46, tm_wday=0, tm_yday=324, tm_isdst=-1);;51575;3314553;Tuulemall;3244114;0;;20431;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[derecho|siit]].';302718;Kasutaja:Vanarahu/Derecho;time.struct_time(tm_year=2013, tm_mon=3, tm_mday=1, tm_hour=11, tm_min=36, tm_sec=14, tm_wday=4, tm_yday=60, tm_isdst=-1);;46477;3469531;Vanarahu;3466375;2;;43;
;303617;Kasutaja arutelu:Virtuaalnihe/Satelliidi testimine;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=29, tm_hour=15, tm_min=28, tm_sec=0, tm_wday=3, tm_yday=334, tm_isdst=-1);;51337;3327144;Virtuaalnihe;3323601;3;;5659;
Lehekülg asendatud tekstiga 'Artikkel on [[C57BL/6|siin]].';300463;Kasutaja:Annaliisalo/C57BL/6;time.struct_time(tm_year=2012, tm_mon=12, tm_mday=13, tm_hour=12, tm_min=27, tm_sec=54, tm_wday=3, tm_yday=348, tm_isdst=-1);;51422;3348522;Annaliisalo;3348514;2;;29;
;303918;Kasutaja arutelu:Ants388/Helikaas;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=25, tm_hour=22, tm_min=26, tm_sec=11, tm_wday=6, tm_yday=330, tm_isdst=-1);;51419;3322832;Ants388;3317777;3;;2857;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[embrüogenees|siit]].';302777;Kasutaja:Aveav/Embrüogenees;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=15, tm_min=24, tm_sec=56, tm_wday=0, tm_yday=317, tm_isdst=-1);;51358;3305863;Aveav;3302777;2;;49;
Uus lehekülg: ' '''Heteroplasmia''' on olukord, kus ühes [[rakk|rakus]] või indiviidis esineb korraga kaks või rohkem tüüpi [[kloroplast]]i genoomi või [[mitokonder|mitokondriaalset]] DNA...';313506;Heteroplasmia;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=21, tm_hour=13, tm_min=59, tm_sec=38, tm_wday=0, tm_yday=21, tm_isdst=-1);;52174;3410208;B05268;0;0;;11445;
;116544;Polüskleroos;time.struct_time(tm_year=2013, tm_mon=3, tm_mday=26, tm_hour=8, tm_min=19, tm_sec=16, tm_wday=1, tm_yday=85, tm_isdst=-1);;51724;3582667;Beritk;3582658;0;;15727;
Uus lehekülg: ''''T-kadheriin''' on närvirakkude [[neuriit|aksonite]] pikenemist inhibeeriv valk, veresoonkonnas soodustab rakkude arengut ning kaitseb neid oksüdatiivne stress|oksüdatiivs...';315373;T-kadheriin;time.struct_time(tm_year=2013, tm_mon=2, tm_mday=8, tm_hour=13, tm_min=21, tm_sec=31, tm_wday=4, tm_yday=39, tm_isdst=-1);;51618;3437681;Bloksy;0;0;;12149;
Lehekülg asendatud tekstiga 'Artikkel on [[C-hepatiidi viirus|siin]]';302981;Kasutaja:Carmenp/Hepatiidi C viirus;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=16, tm_hour=10, tm_min=26, tm_sec=12, tm_wday=2, tm_yday=16, tm_isdst=-1);;51692;3402568;Carmenp;3396621;2;;39;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Arengubioloogia|siit]].';302655;Kasutaja:Carolinruv/Arengubioloogia;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=15, tm_min=21, tm_sec=38, tm_wday=0, tm_yday=317, tm_isdst=-1);;51433;3305861;Carolinruv;3305382;2;;51;
;95568;Telomeer;time.struct_time(tm_year=2013, tm_mon=2, tm_mday=4, tm_hour=16, tm_min=21, tm_sec=3, tm_wday=0, tm_yday=35, tm_isdst=-1);;52063;3431892;Claara456;3250029;0;;12215;
Uus lehekülg: '[[Pilt:Manhattan Plot.png|thumb|300px|[[Manhattani joonis]], mis kujutab mitut tugevalt assotsieerunud lookust. Iga täpp esindab ühte SNP-d. X-teljel on kujutatud asukoht genoo...';309405;Ülegenoomne assotsiatsiooniuuring;time.struct_time(tm_year=2012, tm_mon=12, tm_mday=16, tm_hour=21, tm_min=55, tm_sec=33, tm_wday=6, tm_yday=351, tm_isdst=-1);;51679;3353964;Editor timo;0;0;;18295;
Uus lehekülg: 'File:HR in meiosis.svg| thumb | 275px | alt=Kromosoom 1 pärast ristsiiret meioosi ajal | Meioosis võib homoloogiline rekombinatsioon moodustada uusi geenide kombinatsioone ka...';313210;Homoloogiline rekombinatsioon;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=17, tm_hour=11, tm_min=16, tm_sec=19, tm_wday=3, tm_yday=17, tm_isdst=-1);;51704;3404001;Egertl;0;0;;17017;
Uus lehekülg: ''''Operon'''  on [[geneetika|geneetikas]] [[genoom|genoomse]] [[DNA]] funktsionaalne ühik, [[geen|geenide]] kogum, milles olevad geenid on kõik ühise regulatoorse signaal|si...';306794;Operon;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=25, tm_hour=13, tm_min=8, tm_sec=1, tm_wday=6, tm_yday=330, tm_isdst=-1);;51361;3322098;EnelyO;0;0;;11808;
;80042;Translatsioon;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=9, tm_hour=11, tm_min=34, tm_sec=11, tm_wday=2, tm_yday=9, tm_isdst=-1);;41703;3393757;Gealusk;3393755;0;;12009;
;306412;Grampositiivsed bakterid;time.struct_time(tm_year=2012, tm_mon=12, tm_mday=7, tm_hour=13, tm_min=3, tm_sec=49, tm_wday=4, tm_yday=342, tm_isdst=-1);;51707;3339581;Grotesque Polar-bear;3329998;0;;8347;
;306412;Grampositiivsed bakterid;time.struct_time(tm_year=2012, tm_mon=12, tm_mday=7, tm_hour=13, tm_min=3, tm_sec=49, tm_wday=4, tm_yday=342, tm_isdst=-1);;51707;3339581;Grotesque Polar-bear;3329998;0;;8347;
;304315;Kasutaja arutelu:Harnessy/Kubemesong;time.struct_time(tm_year=2012, tm_mon=12, tm_mday=17, tm_hour=18, tm_min=54, tm_sec=43, tm_wday=0, tm_yday=352, tm_isdst=-1);;51596;3355039;Harnessy;3347773;3;;1982;
Uus lehekülg: ''''Arüülsüsivesinike retseptor''' ehk '''AHR''' on [[heterodimeer|heterodimeerne]] [[valk]]. AHR kuulub aluseliste [[heeliks-ling-heeliks]] (bHLH) transkriptsioonifaktor|tra...';306901;Arüülsüsivesinike retseptor;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=26, tm_hour=16, tm_min=49, tm_sec=9, tm_wday=0, tm_yday=331, tm_isdst=-1);;51406;3323638;Helenher;0;0;;14271;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Vaktsiinia viirus|siit]]';302692;Kasutaja:Heleri1605/Vaktsiinia viirus;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=9, tm_hour=12, tm_min=55, tm_sec=24, tm_wday=2, tm_yday=9, tm_isdst=-1);;51763;3393817;Heleri1605;3393812;2;;52;
;301207;Kasutaja:Jmoro/Kronotüüp;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=27, tm_hour=19, tm_min=32, tm_sec=36, tm_wday=1, tm_yday=332, tm_isdst=-1);;51580;3324953;Jmoro;3324950;2;;47;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Ekstratsellulaarne maatriks|siit]].';302822;Kasutaja:Juksar/Ekstratsellulaarne maatriks;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=10, tm_hour=20, tm_min=0, tm_sec=55, tm_wday=3, tm_yday=10, tm_isdst=-1);;51685;3395521;Juksar;3370839;2;;63;
;306882;Wnt signaalirada;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=27, tm_hour=20, tm_min=6, tm_sec=36, tm_wday=6, tm_yday=27, tm_isdst=-1);;51708;3419534;Kadil6hmussaar;3333179;0;;14213;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Mitokonder|siit]].';302973;Kasutaja:KaidiKr/Mitokonder;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=12, tm_hour=15, tm_min=41, tm_sec=47, tm_wday=0, tm_yday=317, tm_isdst=-1);;51363;3305883;KaidiKr;3302574;2;;46;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Statiinid|siit]]';300461;Kasutaja:Karl Annusver/Statiinid;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=21, tm_hour=14, tm_min=52, tm_sec=26, tm_wday=2, tm_yday=326, tm_isdst=-1);;51414;3317557;Karl Annusver;3317200;2;;44;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Glioblastoom|siit]].';302774;Kasutaja:Karolinanoor/Glioblastoom;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=10, tm_hour=21, tm_min=43, tm_sec=17, tm_wday=3, tm_yday=10, tm_isdst=-1);;51633;3395712;Karolinanoor;3395686;2;;48;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Beetalaktaamsed antibiootikumid|siit]]';300774;Kasutaja:Kasutajanimipuudub/Beetalaktaamsed antibiootikumid;time.struct_time(tm_year=2012, tm_mon=11, tm_mday=21, tm_hour=10, tm_min=29, tm_sec=36, tm_wday=2, tm_yday=326, tm_isdst=-1);;51504;3317397;Kasutajanimipuudub;3317391;2;;66;
Uus lehekülg: '[[Pilt:CowpeaMosaicVirus3D.png|pisi|[[Lehmahernes|Lehmaherne]] (''Vigna sinensis'') mosaiigiviiruse [[ikosaeeder|ikosaeedriline]] kapsiid]] '''RNA-viirused''' on [[viirused]], mi...';312755;RNA-viirused;time.struct_time(tm_year=2013, tm_mon=1, tm_mday=11, tm_hour=19, tm_min=57, tm_sec=23, tm_wday=4, tm_yday=11, tm_isdst=-1);;51386;3396645;Katihensen;0;0;;25097;
